year,country_code,citl_information,value,unit,version
2018,LT,2.1 EU-ETS Verified Emission,62452,tonne of CO2 equ.,81
2019,LT,2.1 EU-ETS Verified Emission,20205,tonne of CO2 equ.,81
2020,LT,2.1 EU-ETS Verified Emission,8002,tonne of CO2 equ.,81
2021,LT,2.1 EU-ETS Verified Emission,16561,tonne of CO2 equ.,81
2021,LT,2.2 Swiss Verified Emissions for aircraft operators,15,tonne of CO2 equ.,81
2012,LT,4. Total surrendered units,100298,units,81
2014,LT,4. Total surrendered units,151007,units,81
2015,LT,4. Total surrendered units,55493,units,81
2016,LT,4. Total surrendered units,72695,units,81
2017,LT,4. Total surrendered units,68441,units,81
2019,LT,4. Total surrendered units,36168,units,81
2020,LT,4. Total surrendered units,8002,units,81
2021,LT,4. Total surrendered units,16576,units,81
2012,LT,4.1 Surrendered EU allowances (EUAs and EUAAs),85849,units,81
2014,LT,4.1 Surrendered EU allowances (EUAs and EUAAs),151007,units,81
2015,LT,4.1 Surrendered EU allowances (EUAs and EUAAs),55493,units,81
2016,LT,4.1 Surrendered EU allowances (EUAs and EUAAs),72695,units,81
2017,LT,4.1 Surrendered EU allowances (EUAs and EUAAs),68441,units,81
2019,LT,4.1 Surrendered EU allowances (EUAs and EUAAs),36168,units,81
2020,LT,4.1 Surrendered EU allowances (EUAs and EUAAs),8002,units,81
2021,LT,4.1 Surrendered EU allowances (EUAs and EUAAs),16576,units,81
2012,LT,4.3 Surrendered emission reduction units (ERUs),14449,units,81
2012,LU,1. Total allocated allowances (EUA or EUAA),2311181,units,81
2013,LU,1. Total allocated allowances (EUA or EUAA),96746,units,81
2014,LU,1. Total allocated allowances (EUA or EUAA),192650,units,81
2015,LU,1. Total allocated allowances (EUA or EUAA),119650,units,81
2016,LU,1. Total allocated allowances (EUA or EUAA),99150,units,81
2017,LU,1. Total allocated allowances (EUA or EUAA),93752,units,81
2018,LU,1. Total allocated allowances (EUA or EUAA),94752,units,81
2019,LU,1. Total allocated allowances (EUA or EUAA),95252,units,81
2020,LU,1. Total allocated allowances (EUA or EUAA),96102,units,81
2021,LU,1. Total allocated allowances (EUA or EUAA),86767,units,81
2012,LU,1.1 Freely allocated allowances,2311181,units,81
2013,LU,1.1 Freely allocated allowances,96746,units,81
2014,LU,1.1 Freely allocated allowances,87650,units,81
2015,LU,1.1 Freely allocated allowances,87650,units,81
2016,LU,1.1 Freely allocated allowances,87650,units,81
2017,LU,1.1 Freely allocated allowances,84252,units,81
2018,LU,1.1 Freely allocated allowances,84252,units,81
2019,LU,1.1 Freely allocated allowances,84252,units,81
2020,LU,1.1 Freely allocated allowances,85602,units,81
2021,LU,1.1 Freely allocated allowances,73267,units,81
2012,LU,1.1.1 Free allocation to existing entities (Art. 10a(1)),2311181,units,81
2013,LU,1.1.1 Free allocation to existing entities (Art. 10a(1)),96746,units,81
2014,LU,1.1.1 Free allocation to existing entities (Art. 10a(1)),87650,units,81
2015,LU,1.1.1 Free allocation to existing entities (Art. 10a(1)),87650,units,81
2016,LU,1.1.1 Free allocation to existing entities (Art. 10a(1)),87650,units,81
2017,LU,1.1.1 Free allocation to existing entities (Art. 10a(1)),84252,units,81
2018,LU,1.1.1 Free allocation to existing entities (Art. 10a(1)),84252,units,81
2019,LU,1.1.1 Free allocation to existing entities (Art. 10a(1)),84252,units,81
2020,LU,1.1.1 Free allocation to existing entities (Art. 10a(1)),84734,units,81
2021,LU,1.1.1 Free allocation to existing entities (Art. 10a(1)),72428,units,81
2020,LU,1.1.4 Swiss Free Allocated allowances for aircraft operators,868,units,81
2021,LU,1.1.4 Swiss Free Allocated allowances for aircraft operators,839,units,81
2012,LU,1.2 Correction to freely allocated allowances (not reflected in EUTL),0,units,81
2012,LU,1.3 Allowances auctioned or sold (EUAs and EUAAs),0,units,81
2013,LU,1.3 Allowances auctioned or sold (EUAs and EUAAs),0,units,81
2014,LU,1.3 Allowances auctioned or sold (EUAs and EUAAs),105000,units,81
2015,LU,1.3 Allowances auctioned or sold (EUAs and EUAAs),32000,units,81
2016,LU,1.3 Allowances auctioned or sold (EUAs and EUAAs),11500,units,81
2017,LU,1.3 Allowances auctioned or sold (EUAs and EUAAs),9500,units,81
2018,LU,1.3 Allowances auctioned or sold (EUAs and EUAAs),10500,units,81
2019,LU,1.3 Allowances auctioned or sold (EUAs and EUAAs),11000,units,81
2020,LU,1.3 Allowances auctioned or sold (EUAs and EUAAs),10500,units,81
2021,LU,1.3 Allowances auctioned or sold (EUAs and EUAAs),13500,units,81
2012,LU,2. Verified emissions,1631568,tonne of CO2 equ.,81
2013,LU,2. Verified emissions,215715,tonne of CO2 equ.,81
2014,LU,2. Verified emissions,222370,tonne of CO2 equ.,81
2015,LU,2. Verified emissions,246598,tonne of CO2 equ.,81
2016,LU,2. Verified emissions,249179,tonne of CO2 equ.,81
2017,LU,2. Verified emissions,251781,tonne of CO2 equ.,81
2018,LU,2. Verified emissions,263621,tonne of CO2 equ.,81
2019,LU,2. Verified emissions,265155,tonne of CO2 equ.,81
2020,LU,2. Verified emissions,128313,tonne of CO2 equ.,81
2021,LU,2. Verified emissions,154663,tonne of CO2 equ.,81
2012,LU,2.1 EU-ETS Verified Emission,1631568,tonne of CO2 equ.,81
2013,LU,2.1 EU-ETS Verified Emission,215715,tonne of CO2 equ.,81
2014,LU,2.1 EU-ETS Verified Emission,222370,tonne of CO2 equ.,81
2015,LU,2.1 EU-ETS Verified Emission,246598,tonne of CO2 equ.,81
2016,LU,2.1 EU-ETS Verified Emission,249179,tonne of CO2 equ.,81
2017,LU,2.1 EU-ETS Verified Emission,251781,tonne of CO2 equ.,81
2018,LU,2.1 EU-ETS Verified Emission,263621,tonne of CO2 equ.,81
2019,LU,2.1 EU-ETS Verified Emission,265155,tonne of CO2 equ.,81
2020,LU,2.1 EU-ETS Verified Emission,126222,tonne of CO2 equ.,81
2021,LU,2.1 EU-ETS Verified Emission,152167,tonne of CO2 equ.,81
2020,LU,2.2 Swiss Verified Emissions for aircraft operators,2091,tonne of CO2 equ.,81
2021,LU,2.2 Swiss Verified Emissions for aircraft operators,2496,tonne of CO2 equ.,81
2012,LU,4. Total surrendered units,1622351,units,81
2014,LU,4. Total surrendered units,430322,units,81
2015,LU,4. Total surrendered units,252734,units,81
2016,LU,4. Total surrendered units,260024,units,81
2017,LU,4. Total surrendered units,251781,units,81
2018,LU,4. Total surrendered units,263621,units,81
2019,LU,4. Total surrendered units,265155,units,81
2020,LU,4. Total surrendered units,128313,units,81
2021,LU,4. Total surrendered units,154663,units,81
2012,LU,4.1 Surrendered EU allowances (EUAs and EUAAs),1379010,units,81
2014,LU,4.1 Surrendered EU allowances (EUAs and EUAAs),430322,units,81
2015,LU,4.1 Surrendered EU allowances (EUAs and EUAAs),252734,units,81
2016,LU,4.1 Surrendered EU allowances (EUAs and EUAAs),260024,units,81
2017,LU,4.1 Surrendered EU allowances (EUAs and EUAAs),251781,units,81
2018,LU,4.1 Surrendered EU allowances (EUAs and EUAAs),263621,units,81
2019,LU,4.1 Surrendered EU allowances (EUAs and EUAAs),265155,units,81
2020,LU,4.1 Surrendered EU allowances (EUAs and EUAAs),127622,units,81
2021,LU,4.1 Surrendered EU allowances (EUAs and EUAAs),153956,units,81
2012,LU,4.2 Surrendered certified emission reductions (CERs),212430,units,81
2012,LU,4.3 Surrendered emission reduction units (ERUs),30911,units,81
2020,LU,4.4 Surrendered Units CHU/CHUAA,691,units,81
2021,LU,4.4 Surrendered Units CHU/CHUAA,707,units,81
2012,LV,1. Total allocated allowances (EUA or EUAA),221198.0422221783,units,81
2013,LV,1. Total allocated allowances (EUA or EUAA),198868,units,81
2014,LV,1. Total allocated allowances (EUA or EUAA),222368,units,81
2015,LV,1. Total allocated allowances (EUA or EUAA),274368,units,81
2016,LV,1. Total allocated allowances (EUA or EUAA),226368,units,81
2017,LV,1. Total allocated allowances (EUA or EUAA),220368,units,81
2018,LV,1. Total allocated allowances (EUA or EUAA),224868,units,81
2019,LV,1. Total allocated allowances (EUA or EUAA),224868,units,81
2020,LV,1. Total allocated allowances (EUA or EUAA),223405,units,81
2021,LV,1. Total allocated allowances (EUA or EUAA),216828,units,81
2012,LV,1.1 Freely allocated allowances,311520,units,81
2013,LV,1.1 Freely allocated allowances,198868,units,81
2014,LV,1.1 Freely allocated allowances,198868,units,81
2015,LV,1.1 Freely allocated allowances,198868,units,81
2016,LV,1.1 Freely allocated allowances,198868,units,81
2017,LV,1.1 Freely allocated allowances,198868,units,81
2018,LV,1.1 Freely allocated allowances,198868,units,81
2019,LV,1.1 Freely allocated allowances,198868,units,81
2020,LV,1.1 Freely allocated allowances,198905,units,81
2021,LV,1.1 Freely allocated allowances,196328,units,81
2012,LV,1.1.1 Free allocation to existing entities (Art. 10a(1)),311520,units,81
2013,LV,1.1.1 Free allocation to existing entities (Art. 10a(1)),198868,units,81
2014,LV,1.1.1 Free allocation to existing entities (Art. 10a(1)),198868,units,81
2015,LV,1.1.1 Free allocation to existing entities (Art. 10a(1)),198868,units,81
2016,LV,1.1.1 Free allocation to existing entities (Art. 10a(1)),198868,units,81
2017,LV,1.1.1 Free allocation to existing entities (Art. 10a(1)),198868,units,81
2018,LV,1.1.1 Free allocation to existing entities (Art. 10a(1)),198868,units,81
2019,LV,1.1.1 Free allocation to existing entities (Art. 10a(1)),198868,units,81
2020,LV,1.1.1 Free allocation to existing entities (Art. 10a(1)),192796,units,81
2021,LV,1.1.1 Free allocation to existing entities (Art. 10a(1)),190354,units,81
2020,LV,1.1.4 Swiss Free Allocated allowances for aircraft operators,6109,units,81
2021,LV,1.1.4 Swiss Free Allocated allowances for aircraft operators,5974,units,81
2012,LV,1.2 Correction to freely allocated allowances (not reflected in EUTL),-90321.95777782175,units,81
2012,LV,1.3 Allowances auctioned or sold (EUAs and EUAAs),0,units,81
2013,LV,1.3 Allowances auctioned or sold (EUAs and EUAAs),0,units,81
2014,LV,1.3 Allowances auctioned or sold (EUAs and EUAAs),23500,units,81
2015,LV,1.3 Allowances auctioned or sold (EUAs and EUAAs),75500,units,81
2016,LV,1.3 Allowances auctioned or sold (EUAs and EUAAs),27500,units,81
2017,LV,1.3 Allowances auctioned or sold (EUAs and EUAAs),21500,units,81
2018,LV,1.3 Allowances auctioned or sold (EUAs and EUAAs),26000,units,81
2019,LV,1.3 Allowances auctioned or sold (EUAs and EUAAs),26000,units,81
2020,LV,1.3 Allowances auctioned or sold (EUAs and EUAAs),24500,units,81
2021,LV,1.3 Allowances auctioned or sold (EUAs and EUAAs),20500,units,81
2012,LV,2. Verified emissions,306499,tonne of CO2 equ.,81
2013,LV,2. Verified emissions,283909,tonne of CO2 equ.,81
2014,LV,2. Verified emissions,276379,tonne of CO2 equ.,81
2015,LV,2. Verified emissions,345271,tonne of CO2 equ.,81
2016,LV,2. Verified emissions,348737,tonne of CO2 equ.,81
2017,LV,2. Verified emissions,378590,tonne of CO2 equ.,81
2018,LV,2. Verified emissions,399578,tonne of CO2 equ.,81
2019,LV,2. Verified emissions,416357,tonne of CO2 equ.,81
2020,LV,2. Verified emissions,167073,tonne of CO2 equ.,81
2021,LV,2. Verified emissions,232821,tonne of CO2 equ.,81
2012,LV,2.1 EU-ETS Verified Emission,306499,tonne of CO2 equ.,81
2013,LV,2.1 EU-ETS Verified Emission,283909,tonne of CO2 equ.,81
2014,LV,2.1 EU-ETS Verified Emission,276379,tonne of CO2 equ.,81
2015,LV,2.1 EU-ETS Verified Emission,345271,tonne of CO2 equ.,81
2016,LV,2.1 EU-ETS Verified Emission,348737,tonne of CO2 equ.,81
2017,LV,2.1 EU-ETS Verified Emission,378590,tonne of CO2 equ.,81
2018,LV,2.1 EU-ETS Verified Emission,399578,tonne of CO2 equ.,81
2019,LV,2.1 EU-ETS Verified Emission,416357,tonne of CO2 equ.,81
2020,LV,2.1 EU-ETS Verified Emission,164815,tonne of CO2 equ.,81
2021,LV,2.1 EU-ETS Verified Emission,230635,tonne of CO2 equ.,81
2020,LV,2.2 Swiss Verified Emissions for aircraft operators,2258,tonne of CO2 equ.,81
2021,LV,2.2 Swiss Verified Emissions for aircraft operators,2186,tonne of CO2 equ.,81
2012,LV,4. Total surrendered units,306499,units,81
2014,LV,4. Total surrendered units,560288,units,81
2015,LV,4. Total surrendered units,296752,units,81
2016,LV,4. Total surrendered units,397256,units,81
2017,LV,4. Total surrendered units,378590,units,81
2018,LV,4. Total surrendered units,366684,units,81
2019,LV,4. Total surrendered units,416357,units,81
2020,LV,4. Total surrendered units,167073,units,81
2021,LV,4. Total surrendered units,203575,units,81
2012,LV,4.1 Surrendered EU allowances (EUAs and EUAAs),260524,units,81
2014,LV,4.1 Surrendered EU allowances (EUAs and EUAAs),560288,units,81
2015,LV,4.1 Surrendered EU allowances (EUAs and EUAAs),296752,units,81
2016,LV,4.1 Surrendered EU allowances (EUAs and EUAAs),397256,units,81
2017,LV,4.1 Surrendered EU allowances (EUAs and EUAAs),378590,units,81
2018,LV,4.1 Surrendered EU allowances (EUAs and EUAAs),366684,units,81
2019,LV,4.1 Surrendered EU allowances (EUAs and EUAAs),416357,units,81
2020,LV,4.1 Surrendered EU allowances (EUAs and EUAAs),160964,units,81
2021,LV,4.1 Surrendered EU allowances (EUAs and EUAAs),201389,units,81
2012,LV,4.3 Surrendered emission reduction units (ERUs),45975,units,81
2020,LV,4.4 Surrendered Units CHU/CHUAA,6109,units,81
2021,LV,4.4 Surrendered Units CHU/CHUAA,2186,units,81
2012,MT,1. Total allocated allowances (EUA or EUAA),197164.2102454565,units,81
2013,MT,1. Total allocated allowances (EUA or EUAA),177402,units,81
2014,MT,1. Total allocated allowances (EUA or EUAA),193902,units,81
2015,MT,1. Total allocated allowances (EUA or EUAA),258402,units,81
2016,MT,1. Total allocated allowances (EUA or EUAA),206902,units,81
2017,MT,1. Total allocated allowances (EUA or EUAA),201124,units,81
2018,MT,1. Total allocated allowances (EUA or EUAA),205124,units,81
2019,MT,1. Total allocated allowances (EUA or EUAA),205624,units,81
2020,MT,1. Total allocated allowances (EUA or EUAA),213329,units,81
2021,MT,1. Total allocated allowances (EUA or EUAA),168920,units,81
2012,MT,1.1 Freely allocated allowances,212330,units,81
2013,MT,1.1 Freely allocated allowances,177402,units,81
2014,MT,1.1 Freely allocated allowances,177402,units,81
2015,MT,1.1 Freely allocated allowances,177402,units,81
2016,MT,1.1 Freely allocated allowances,177402,units,81
2017,MT,1.1 Freely allocated allowances,177624,units,81
2018,MT,1.1 Freely allocated allowances,177624,units,81
2019,MT,1.1 Freely allocated allowances,177624,units,81
2020,MT,1.1 Freely allocated allowances,186829,units,81
2021,MT,1.1 Freely allocated allowances,146420,units,81
2012,MT,1.1.1 Free allocation to existing entities (Art. 10a(1)),212330,units,81
2013,MT,1.1.1 Free allocation to existing entities (Art. 10a(1)),177402,units,81
2014,MT,1.1.1 Free allocation to existing entities (Art. 10a(1)),177402,units,81
2015,MT,1.1.1 Free allocation to existing entities (Art. 10a(1)),177402,units,81
2016,MT,1.1.1 Free allocation to existing entities (Art. 10a(1)),177402,units,81
2017,MT,1.1.1 Free allocation to existing entities (Art. 10a(1)),177402,units,81
2018,MT,1.1.1 Free allocation to existing entities (Art. 10a(1)),177402,units,81
2019,MT,1.1.1 Free allocation to existing entities (Art. 10a(1)),177402,units,81
2020,MT,1.1.1 Free allocation to existing entities (Art. 10a(1)),181862,units,81
2021,MT,1.1.1 Free allocation to existing entities (Art. 10a(1)),141821,units,81
2017,MT,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),222,units,81
2018,MT,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),222,units,81
2019,MT,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),222,units,81
2020,MT,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),222,units,81
2020,MT,1.1.4 Swiss Free Allocated allowances for aircraft operators,4745,units,81
2021,MT,1.1.4 Swiss Free Allocated allowances for aircraft operators,4599,units,81
2012,MT,1.2 Correction to freely allocated allowances (not reflected in EUTL),-15165.78975454345,units,81
2012,MT,1.3 Allowances auctioned or sold (EUAs and EUAAs),0,units,81
2013,MT,1.3 Allowances auctioned or sold (EUAs and EUAAs),0,units,81
2014,MT,1.3 Allowances auctioned or sold (EUAs and EUAAs),16500,units,81
2015,MT,1.3 Allowances auctioned or sold (EUAs and EUAAs),81000,units,81
2016,MT,1.3 Allowances auctioned or sold (EUAs and EUAAs),29500,units,81
2017,MT,1.3 Allowances auctioned or sold (EUAs and EUAAs),23500,units,81
2018,MT,1.3 Allowances auctioned or sold (EUAs and EUAAs),27500,units,81
2019,MT,1.3 Allowances auctioned or sold (EUAs and EUAAs),28000,units,81
2020,MT,1.3 Allowances auctioned or sold (EUAs and EUAAs),26500,units,81
2021,MT,1.3 Allowances auctioned or sold (EUAs and EUAAs),22500,units,81
2012,MT,2. Verified emissions,227826,tonne of CO2 equ.,81
2013,MT,2. Verified emissions,219796,tonne of CO2 equ.,81
2014,MT,2. Verified emissions,226150,tonne of CO2 equ.,81
2015,MT,2. Verified emissions,255616,tonne of CO2 equ.,81
2016,MT,2. Verified emissions,261774,tonne of CO2 equ.,81
2017,MT,2. Verified emissions,263220,tonne of CO2 equ.,81
2018,MT,2. Verified emissions,340908,tonne of CO2 equ.,81
2019,MT,2. Verified emissions,389164,tonne of CO2 equ.,81
2020,MT,2. Verified emissions,194797,tonne of CO2 equ.,81
2021,MT,2. Verified emissions,260375,tonne of CO2 equ.,81
2012,MT,2.1 EU-ETS Verified Emission,227826,tonne of CO2 equ.,81
2013,MT,2.1 EU-ETS Verified Emission,219796,tonne of CO2 equ.,81
2014,MT,2.1 EU-ETS Verified Emission,226150,tonne of CO2 equ.,81
2015,MT,2.1 EU-ETS Verified Emission,255616,tonne of CO2 equ.,81
2016,MT,2.1 EU-ETS Verified Emission,261774,tonne of CO2 equ.,81
2017,MT,2.1 EU-ETS Verified Emission,263220,tonne of CO2 equ.,81
2018,MT,2.1 EU-ETS Verified Emission,340908,tonne of CO2 equ.,81
2019,MT,2.1 EU-ETS Verified Emission,389164,tonne of CO2 equ.,81
2020,MT,2.1 EU-ETS Verified Emission,188231,tonne of CO2 equ.,81
2021,MT,2.1 EU-ETS Verified Emission,253120,tonne of CO2 equ.,81
2020,MT,2.2 Swiss Verified Emissions for aircraft operators,6566,tonne of CO2 equ.,81
2021,MT,2.2 Swiss Verified Emissions for aircraft operators,7255,tonne of CO2 equ.,81
2012,MT,4. Total surrendered units,227819,units,81
2013,MT,4. Total surrendered units,7,units,81
2014,MT,4. Total surrendered units,441878,units,81
2015,MT,4. Total surrendered units,245357,units,81
2016,MT,4. Total surrendered units,235399,units,81
2017,MT,4. Total surrendered units,240687,units,81
2018,MT,4. Total surrendered units,317715,units,81
2019,MT,4. Total surrendered units,385958,units,81
2020,MT,4. Total surrendered units,184573,units,81
2021,MT,4. Total surrendered units,255311,units,81
2012,MT,4.1 Surrendered EU allowances (EUAs and EUAAs),199165,units,81
2013,MT,4.1 Surrendered EU allowances (EUAs and EUAAs),7,units,81
2014,MT,4.1 Surrendered EU allowances (EUAs and EUAAs),441878,units,81
2015,MT,4.1 Surrendered EU allowances (EUAs and EUAAs),245357,units,81
2016,MT,4.1 Surrendered EU allowances (EUAs and EUAAs),235399,units,81
2017,MT,4.1 Surrendered EU allowances (EUAs and EUAAs),240687,units,81
2018,MT,4.1 Surrendered EU allowances (EUAs and EUAAs),317715,units,81
2019,MT,4.1 Surrendered EU allowances (EUAs and EUAAs),385958,units,81
2020,MT,4.1 Surrendered EU allowances (EUAs and EUAAs),179828,units,81
2021,MT,4.1 Surrendered EU allowances (EUAs and EUAAs),252633,units,81
2012,MT,4.2 Surrendered certified emission reductions (CERs),28285,units,81
2012,MT,4.3 Surrendered emission reduction units (ERUs),369,units,81
2020,MT,4.4 Surrendered Units CHU/CHUAA,4745,units,81
2021,MT,4.4 Surrendered Units CHU/CHUAA,2678,units,81
2012,NL,1. Total allocated allowances (EUA or EUAA),6310639.934292408,units,81
2013,NL,1. Total allocated allowances (EUA or EUAA),1246044,units,81
2014,NL,1. Total allocated allowances (EUA or EUAA),2153605,units,81
2015,NL,1. Total allocated allowances (EUA or EUAA),1766079,units,81
2016,NL,1. Total allocated allowances (EUA or EUAA),1433579,units,81
2017,NL,1. Total allocated allowances (EUA or EUAA),1467875,units,81
2018,NL,1. Total allocated allowances (EUA or EUAA),1495875,units,81
2019,NL,1. Total allocated allowances (EUA or EUAA),1495875,units,81
2020,NL,1. Total allocated allowances (EUA or EUAA),1527868,units,81
2021,NL,1. Total allocated allowances (EUA or EUAA),1381895,units,81
2012,NL,1.1 Freely allocated allowances,14661426,units,81
2013,NL,1.1 Freely allocated allowances,1246044,units,81
2014,NL,1.1 Freely allocated allowances,1242605,units,81
2015,NL,1.1 Freely allocated allowances,1242579,units,81
2016,NL,1.1 Freely allocated allowances,1242579,units,81
2017,NL,1.1 Freely allocated allowances,1317375,units,81
2018,NL,1.1 Freely allocated allowances,1317375,units,81
2019,NL,1.1 Freely allocated allowances,1317375,units,81
2020,NL,1.1 Freely allocated allowances,1356368,units,81
2021,NL,1.1 Freely allocated allowances,1219395,units,81
2012,NL,1.1.1 Free allocation to existing entities (Art. 10a(1)),14661426,units,81
2013,NL,1.1.1 Free allocation to existing entities (Art. 10a(1)),1246044,units,81
2014,NL,1.1.1 Free allocation to existing entities (Art. 10a(1)),1242605,units,81
2015,NL,1.1.1 Free allocation to existing entities (Art. 10a(1)),1242579,units,81
2016,NL,1.1.1 Free allocation to existing entities (Art. 10a(1)),1242579,units,81
2017,NL,1.1.1 Free allocation to existing entities (Art. 10a(1)),1242579,units,81
2018,NL,1.1.1 Free allocation to existing entities (Art. 10a(1)),1242579,units,81
2019,NL,1.1.1 Free allocation to existing entities (Art. 10a(1)),1242579,units,81
2020,NL,1.1.1 Free allocation to existing entities (Art. 10a(1)),1258754,units,81
2021,NL,1.1.1 Free allocation to existing entities (Art. 10a(1)),1197231,units,81
2017,NL,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),74796,units,81
2018,NL,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),74796,units,81
2019,NL,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),74796,units,81
2020,NL,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),74796,units,81
2020,NL,1.1.4 Swiss Free Allocated allowances for aircraft operators,22818,units,81
2021,NL,1.1.4 Swiss Free Allocated allowances for aircraft operators,22164,units,81
2012,NL,1.2 Correction to freely allocated allowances (not reflected in EUTL),-8350786.065707592,units,81
2012,NL,1.3 Allowances auctioned or sold (EUAs and EUAAs),0,units,81
2013,NL,1.3 Allowances auctioned or sold (EUAs and EUAAs),0,units,81
2014,NL,1.3 Allowances auctioned or sold (EUAs and EUAAs),911000,units,81
2015,NL,1.3 Allowances auctioned or sold (EUAs and EUAAs),523499.9999999999,units,81
2016,NL,1.3 Allowances auctioned or sold (EUAs and EUAAs),191000,units,81
2017,NL,1.3 Allowances auctioned or sold (EUAs and EUAAs),150500,units,81
2018,NL,1.3 Allowances auctioned or sold (EUAs and EUAAs),178500,units,81
2019,NL,1.3 Allowances auctioned or sold (EUAs and EUAAs),178500,units,81
2020,NL,1.3 Allowances auctioned or sold (EUAs and EUAAs),171500,units,81
2021,NL,1.3 Allowances auctioned or sold (EUAs and EUAAs),162500,units,81
2012,NL,2. Verified emissions,4175876,tonne of CO2 equ.,81
2013,NL,2. Verified emissions,2204714,tonne of CO2 equ.,81
2014,NL,2. Verified emissions,2303899,tonne of CO2 equ.,81
2015,NL,2. Verified emissions,2344780,tonne of CO2 equ.,81
2016,NL,2. Verified emissions,2598849,tonne of CO2 equ.,81
2017,NL,2. Verified emissions,2826984,tonne of CO2 equ.,81
2018,NL,2. Verified emissions,2841237,tonne of CO2 equ.,81
2019,NL,2. Verified emissions,2938207,tonne of CO2 equ.,81
2020,NL,2. Verified emissions,1263527,tonne of CO2 equ.,81
2021,NL,2. Verified emissions,1651252,tonne of CO2 equ.,81
2012,NL,2.1 EU-ETS Verified Emission,4175876,tonne of CO2 equ.,81
2013,NL,2.1 EU-ETS Verified Emission,2204714,tonne of CO2 equ.,81
2014,NL,2.1 EU-ETS Verified Emission,2303899,tonne of CO2 equ.,81
2015,NL,2.1 EU-ETS Verified Emission,2344780,tonne of CO2 equ.,81
2016,NL,2.1 EU-ETS Verified Emission,2598849,tonne of CO2 equ.,81
2017,NL,2.1 EU-ETS Verified Emission,2826984,tonne of CO2 equ.,81
2018,NL,2.1 EU-ETS Verified Emission,2841237,tonne of CO2 equ.,81
2019,NL,2.1 EU-ETS Verified Emission,2938207,tonne of CO2 equ.,81
2020,NL,2.1 EU-ETS Verified Emission,1245092,tonne of CO2 equ.,81
2021,NL,2.1 EU-ETS Verified Emission,1632563,tonne of CO2 equ.,81
2020,NL,2.2 Swiss Verified Emissions for aircraft operators,18435,tonne of CO2 equ.,81
2021,NL,2.2 Swiss Verified Emissions for aircraft operators,18689,tonne of CO2 equ.,81
2012,NL,4. Total surrendered units,4170172,units,81
2013,NL,4. Total surrendered units,187,units,81
2014,NL,4. Total surrendered units,4512105,units,81
2015,NL,4. Total surrendered units,2344348,units,81
2016,NL,4. Total surrendered units,2601307,units,81
2017,NL,4. Total surrendered units,2826983,units,81
2018,NL,4. Total surrendered units,2841237,units,81
2019,NL,4. Total surrendered units,2938572,units,81
2020,NL,4. Total surrendered units,1259863,units,81
2021,NL,4. Total surrendered units,1651005,units,81
2012,NL,4.1 Surrendered EU allowances (EUAs and EUAAs),3576751,units,81
2013,NL,4.1 Surrendered EU allowances (EUAs and EUAAs),187,units,81
2014,NL,4.1 Surrendered EU allowances (EUAs and EUAAs),4512105,units,81
2015,NL,4.1 Surrendered EU allowances (EUAs and EUAAs),2344348,units,81
2016,NL,4.1 Surrendered EU allowances (EUAs and EUAAs),2601307,units,81
2017,NL,4.1 Surrendered EU allowances (EUAs and EUAAs),2826983,units,81
2018,NL,4.1 Surrendered EU allowances (EUAs and EUAAs),2841237,units,81
2019,NL,4.1 Surrendered EU allowances (EUAs and EUAAs),2938572,units,81
2020,NL,4.1 Surrendered EU allowances (EUAs and EUAAs),1092545,units,81
2021,NL,4.1 Surrendered EU allowances (EUAs and EUAAs),1632433,units,81
2012,NL,4.2 Surrendered certified emission reductions (CERs),111056,units,81
2012,NL,4.3 Surrendered emission reduction units (ERUs),482365,units,81
2020,NL,4.4 Surrendered Units CHU/CHUAA,167318,units,81
2021,NL,4.4 Surrendered Units CHU/CHUAA,18572,units,81
2012,NO,1. Total allocated allowances (EUA or EUAA),1014342.00311238,units,81
2013,NO,1. Total allocated allowances (EUA or EUAA),894012,units,81
2014,NO,1. Total allocated allowances (EUA or EUAA),894035,units,81
2015,NO,1. Total allocated allowances (EUA or EUAA),894012,units,81
2016,NO,1. Total allocated allowances (EUA or EUAA),894035,units,81
2017,NO,1. Total allocated allowances (EUA or EUAA),894035,units,81
2018,NO,1. Total allocated allowances (EUA or EUAA),894037,units,81
2019,NO,1. Total allocated allowances (EUA or EUAA),1579035,units,81
2020,NO,1. Total allocated allowances (EUA or EUAA),2046010,units,81
2021,NO,1. Total allocated allowances (EUA or EUAA),1001773,units,81
2012,NO,1.1 Freely allocated allowances,1068546,units,81
2013,NO,1.1 Freely allocated allowances,894012,units,81
2014,NO,1.1 Freely allocated allowances,894035,units,81
2015,NO,1.1 Freely allocated allowances,894012,units,81
2016,NO,1.1 Freely allocated allowances,894035,units,81
2017,NO,1.1 Freely allocated allowances,894035,units,81
2018,NO,1.1 Freely allocated allowances,894037,units,81
2019,NO,1.1 Freely allocated allowances,894035,units,81
2020,NO,1.1 Freely allocated allowances,900010,units,81
2021,NO,1.1 Freely allocated allowances,842273,units,81
